"id","schema","name","aliases","birth_date","countries","addresses","identifiers","sanctions","phones","emails","program_ids","dataset","first_seen","last_seen","last_change"
"ofac-ea-88613d3aa4ba9bb9ce2a72fdb74a79982844e5a8","Company","Alliance Steel, Inc.","","","us","Oklahoma City, Oklahoma","","Settled","","","","US OFAC Enforcement Actions","2025-08-28T06:52:47","2026-04-25T08:44:02","2025-08-28T06:52:47"
"ofac-ea-88e62f228c396f0077e51498efe7c6db228dce71","Company","TradeStation Securities, Inc.","","","","","","Settled","","","","US OFAC Enforcement Actions","2026-03-25T11:22:59","2026-04-25T08:44:02","2026-03-25T11:22:59"
"ofac-ea-8c58769ac1cdfdffef89e680620f0ad5a5478157","Company","Unicat Catalyst Technologies, LLC","","","","Alvin, Texas","","Settled","","","","US OFAC Enforcement Actions","2025-08-28T06:52:47","2026-04-25T08:44:02","2025-08-28T06:52:47"
"ofac-ea-901d4d2ce0e46c2ed1ed81c6c605b825dbb120f5","Company","Haverly Systems, Inc.","","","","California;New Jersey;Texas","","Settled","","","","US OFAC Enforcement Actions","2025-08-28T06:52:47","2026-04-25T08:44:02","2025-08-28T06:52:47"
"ofac-ea-90226a2e49ed018dd577ee916ac7d7e42fe5b688","Company","Alfa Laval Middle East Ltd.","","","ae","Dubai","","Other","","","","US OFAC Enforcement Actions","2025-08-28T06:52:47","2026-04-25T08:44:02","2025-08-28T06:52:47"
"ofac-ea-905d7fe8bf2c9169ff77cbdb8a6a050836fa1cc9","Company","S&P Global, Inc.","","","us","","","Settled","","","","US OFAC Enforcement Actions","2025-08-28T06:52:47","2026-04-25T08:44:02","2025-08-28T06:52:47"
"ofac-ea-9085f5f7254224e95cd733a48cd3eff3e7e2e18c","Company","Poloniex, LLC","Poloniex","","","","","Settled","","","","US OFAC Enforcement Actions","2025-08-28T06:52:47","2026-04-25T08:44:02","2025-08-28T06:52:47"
"ofac-ea-94851893a8d502978c305c4749453ae858a1efd6","Company","Cameron International Corporation","","","us","Houston, Texas","","Settled","","","","US OFAC Enforcement Actions","2025-08-28T06:52:47","2026-04-25T08:44:02","2025-08-28T06:52:47"
"ofac-ea-94ac5653672838acedd288d95d7b7c9b6acb541f","Company","Nordgas S.r.l.","","","it","","","Settled","","","","US OFAC Enforcement Actions","2025-08-28T06:52:47","2026-04-25T08:44:02","2025-08-28T06:52:47"
"ofac-ea-97fb9bf9689504efc1804631db1327bfc5b143e5","Company","Western Union Financial Services, Inc.","Western Union","","","Denver, Colorado","","Settled","","","","US OFAC Enforcement Actions","2025-08-28T06:52:47","2026-04-25T08:44:02","2025-08-28T06:52:47"
"ofac-ea-99676b8995b763020dfafd4b441f9f23d7abfc6d","Company","International Shipping Company (USA)","","","","Los Angeles, California","","Settled","","","","US OFAC Enforcement Actions","2025-08-28T06:52:47","2026-04-25T08:44:02","2025-08-28T06:52:47"
"ofac-ea-999c99a693309ea8671f6707e8df2ac8a662c184","Company","KKR & Co. Inc.","","","us","","","Settled","","","","US OFAC Enforcement Actions","2025-08-28T06:52:47","2026-04-25T08:44:02","2025-08-28T06:52:47"
"ofac-ea-9a9cf8a28ac584aa38f026fe5095ec4ba8d5b5ce","Company","Payward, Inc.","Kraken","","us","","","Settled","","","","US OFAC Enforcement Actions","2025-08-28T06:52:47","2026-04-25T08:44:02","2025-08-28T06:52:47"
"ofac-ea-9b0ab266cfedaf127e28facfc1d33219d6772900","Company","Atradius Trade Credit Insurance, Inc.","ATCI","","us","Hunt Valley, Maryland","","Settled","","","","US OFAC Enforcement Actions","2025-08-28T06:52:47","2026-04-25T08:44:02","2025-08-28T06:52:47"
"ofac-ea-a030dfa6630cff45f9e0147ea73b120110282e3b","Company","Swedbank AS","Swedbank Latvia","","lv","","","Settled","","","","US OFAC Enforcement Actions","2025-08-28T06:52:47","2026-04-25T08:44:02","2025-08-28T06:52:47"
"ofac-ea-a4f4c6804a171cf3a47e997384284e46aed54d49","Company","daVinci Payments","","","","","","Settled","","","","US OFAC Enforcement Actions","2025-08-28T06:52:47","2026-04-25T08:44:02","2025-08-28T06:52:47"
"ofac-ea-a544cd94cc77f0b3ae49af683edf896c2e899468","Company","Sojitz (Hong Kong) Limited","","","cn;hk","","","Settled","","","","US OFAC Enforcement Actions","2025-08-28T06:52:47","2026-04-25T08:44:02","2025-08-28T06:52:47"
"ofac-ea-aa7658df10898092234c1f2634dff9efb8759a55","Company","AppliChem GmbH","","","de","Darmstadt","","Other","","","","US OFAC Enforcement Actions","2025-08-28T06:52:47","2026-04-25T08:44:02","2025-08-28T06:52:47"
"ofac-ea-ac7425239cde7449abd305625c3ff1188ea4e1b2","Company","BD White Birch Investment LLC","White Birch USA","","us","Greenwich, Connecticut","","Settled","","","","US OFAC Enforcement Actions","2025-08-28T06:52:47","2026-04-25T08:44:02","2025-08-28T06:52:47"
"ofac-ea-ac8f7246f93e3b69b7fd289696c73fe7e7677e98","Company","Aiotec GmbH","","","de","Berlin, Germany","","Settled","","","","US OFAC Enforcement Actions","2025-08-28T06:52:47","2026-04-25T08:44:02","2025-08-28T06:52:47"
"ofac-ea-acf45c938665cd28d9c4375f2d6557d090757a1f","Company","Emigrant Bank","","","","","","Settled","","","","US OFAC Enforcement Actions","2025-08-28T06:52:47","2026-04-25T08:44:02","2025-08-28T06:52:47"
"ofac-ea-ae3cdeb991add1c738eaa094823e7ec6af6fc408","Company","BCC Corporate SA","","","be","","","Settled","","","","US OFAC Enforcement Actions","2025-08-28T06:52:47","2026-04-25T08:44:02","2025-08-28T06:52:47"
"ofac-ea-afb6f0abf24b6eadf95835af681888e56bf00041","Company","Allianz Global Risks U.S. Insurance Company","AGR US","","ca;us","Chicago, IL","","Settled","","","","US OFAC Enforcement Actions","2025-08-28T06:52:47","2026-04-25T08:44:02","2025-08-28T06:52:47"
"ofac-ea-b0b16397ff05196b5a84546a2ede50ea0f51f12f","Company","IPSA International Services, Inc.","","","","Phoenix, Arizona","","Settled","","","","US OFAC Enforcement Actions","2025-08-28T06:52:47","2026-04-25T08:44:02","2025-08-28T06:52:47"
"ofac-ea-b2fa34151a50c652590b66403d0bd6225ccec667","Company","CSE TransTel Pte. Ltd.","","","sg","","","Settled","","","","US OFAC Enforcement Actions","2025-08-28T06:52:47","2026-04-25T08:44:02","2025-08-28T06:52:47"
"ofac-ea-b4d8df502e6516eac3ed45fbc003b2df06d0bc95","Company","e.l.f. Cosmetics, Inc.","","","","Oakland, California","","Settled","","","","US OFAC Enforcement Actions","2025-08-28T06:52:47","2026-04-25T08:44:02","2025-08-28T06:52:47"
"ofac-ea-b4f7cb906c2c9b6a7df08f08bae12d86cab0f608","Company","American Honda Finance Corporation","","","","","","Settled","","","","US OFAC Enforcement Actions","2025-08-28T06:52:47","2026-04-25T08:44:02","2025-08-28T06:52:47"
"ofac-ea-b5225428a3e301ca4fa064969f7389904d113f05","Company","Alliance for Responsible Cuba Policy Foundation","","","","","","Settled","","","","US OFAC Enforcement Actions","2025-08-28T06:52:47","2026-04-25T08:44:02","2025-08-28T06:52:47"
"ofac-ea-b6ba010bd5ab784d99cd4aa55ec8aff2d3138f3d","Company","BitPay, Inc.","","","","Atlanta, Georgia","","Settled","","","","US OFAC Enforcement Actions","2025-08-28T06:52:47","2026-04-25T08:44:02","2025-08-28T06:52:47"
"ofac-ea-b96d8152c4e8ccec38b158f6cb36358e41c49337","Company","Schlumberger Rod Lift, Inc","","","us","Frisco, Texas","","Settled","","","","US OFAC Enforcement Actions","2025-08-28T06:52:47","2026-04-25T08:44:02","2025-08-28T06:52:47"
"ofac-ea-ba8e269f98454e6d97cc5fc24955028f528372f6","Company","3M Company","","","","","","Settled","","","","US OFAC Enforcement Actions","2025-08-28T06:52:47","2026-04-25T08:44:02","2025-08-28T06:52:47"
"ofac-ea-bcb4a5f9ac9cf2c7ca7bf907144d479c32f659e8","Company","Mashreqbank psc","","","ae;gb","","","Other","","","","US OFAC Enforcement Actions","2025-08-28T06:52:47","2026-04-25T08:44:02","2025-08-28T06:52:47"
"ofac-ea-bd0f7a0988e21ca397af02aaccf1816f1bb78471","Company","UniControl, Inc.","","","","Cleveland, Ohio","","Settled","","","","US OFAC Enforcement Actions","2025-08-28T06:52:47","2026-04-25T08:44:02","2025-08-28T06:52:47"
"ofac-ea-bd712983cd311e3124fd7ae82a24153d4c808c77","Company","CoinList Markets LLC","","","","","","Settled","","","","US OFAC Enforcement Actions","2025-08-28T06:52:47","2026-04-25T08:44:02","2025-08-28T06:52:47"
"ofac-ea-bed5182b93c15f0effbb00f6d2c8e0b1f017d279","Company","Cubasphere, Inc.","","","","","","Settled","","","","US OFAC Enforcement Actions","2025-08-28T06:52:47","2026-04-25T08:44:02","2025-08-28T06:52:47"
"ofac-ea-c01018e5f5e94ca294d8517d32829170a1eadda5","Company","Danfoss A/S","","","dk","","","Settled","","","","US OFAC Enforcement Actions","2025-08-28T06:52:47","2026-04-25T08:44:02","2025-08-28T06:52:47"
"ofac-ea-c2cb0a1e1bffd044dec38fe540ad3d3f5b91f5bc","Company","EFG International AG","","","ch","","","Settled","","","","US OFAC Enforcement Actions","2025-08-28T06:52:47","2026-04-25T08:44:02","2025-08-28T06:52:47"
"ofac-ea-c44bcc58fac8db417c12a8eb053bb070f6f81837","Company","COSL Singapore Ltd","","","sg","","","Settled","","","","US OFAC Enforcement Actions","2025-08-28T06:52:47","2026-04-25T08:44:02","2025-08-28T06:52:47"
"ofac-ea-c498af0aedc4912ed2f66fa7199ab5b4d18e27bb","Company","Bank of China","BOC UK","","gb","London, United Kingdom","","Settled","","","","US OFAC Enforcement Actions","2025-08-28T06:52:47","2026-04-25T08:44:02","2025-08-28T06:52:47"
"ofac-ea-c59ce998de817ab41d163cc1df9c585054f9cbe2","Company","T.D. Bank, N.A.","","","","","","Settled","","","","US OFAC Enforcement Actions","2025-08-28T06:52:47","2026-04-25T08:44:02","2025-08-28T06:52:47"
"ofac-ea-cce202311956a8ecad4ab5a2f240f33392539b58","Company","SCG Plastics Co., Ltd.","","","th","","","Settled","","","","US OFAC Enforcement Actions","2025-08-28T06:52:47","2026-04-25T08:44:02","2025-08-28T06:52:47"
"ofac-ea-d004e799fb18e45e4154f0a93ca75dc12020111a","Company","Expedia Group, Inc.","","","","Bellevue, Washington","","Settled","","","","US OFAC Enforcement Actions","2025-08-28T06:52:47","2026-04-25T08:44:02","2025-08-28T06:52:47"
"ofac-ea-d02d96d658b91f90cbed19e70e75416cade4fbd4","Company","ShapeShift AG","","","ch","Denver, Colorado","","Settled","","","","US OFAC Enforcement Actions","2025-09-29T09:14:28","2026-04-25T08:44:02","2025-09-29T09:14:28"
"ofac-ea-d2a3e345e02d811a10c2f954f2ef05da99406905","Person","Oleg Deripaska","","","","","","Other","","","","US OFAC Enforcement Actions","2025-12-09T09:57:13","2026-04-25T08:44:02","2025-12-09T09:57:13"
"ofac-ea-d3f196534c6c72aa860e94be5bd10e8cecb44d40","Company","B Whale Corporation","","","tw","Taipei, Taiwan","","Other","","","","US OFAC Enforcement Actions","2025-08-28T06:52:47","2026-04-25T08:44:02","2025-08-28T06:52:47"
"ofac-ea-d572a2f2ac5fe6965814a18b3eb6b12e50b6de14","Company","Stanley Black & Decker, Inc.","","","","New Britain, Connecticut","","Settled","","","","US OFAC Enforcement Actions","2025-08-28T06:52:47","2026-04-25T08:44:02","2025-08-28T06:52:47"
"ofac-ea-d851401f255fe8010aac6bec83fc070558580afb","Company","BIOMIN America, Inc.","","","","Overland Park, Kansas","","Settled","","","","US OFAC Enforcement Actions","2025-08-28T06:52:47","2026-04-25T08:44:02","2025-08-28T06:52:47"
"ofac-ea-dab2dd131f4414b9cc96e83e2dec7ad8fb5535e4","Company","PT Bukit Muria Jaya","","","id","","","Settled","","","","US OFAC Enforcement Actions","2025-08-28T06:52:47","2026-04-25T08:44:02","2025-08-28T06:52:47"
"ofac-ea-dd5e479ddb7be0ba7b6b08618237fe4a0ebbd8ba","Company","Société Internationale de Télécommunications Aéronautiques SCRL","","","ch","Geneva","","Settled","","","","US OFAC Enforcement Actions","2025-08-28T06:52:47","2026-04-25T08:44:02","2025-08-28T06:52:47"
"ofac-ea-de1582ad81823c21ed9ea1b14153f685e237a5fb","Company","AXA Equitable Life Insurance Company","","","","","","Other","","","","US OFAC Enforcement Actions","2025-08-28T06:52:47","2026-04-25T08:44:02","2025-08-28T06:52:47"
"ofac-ea-dfee75a63191a3954c6ff52201491692ca2de4cc","Company","IMG Academy, LLC","","","","","","Settled","","","","US OFAC Enforcement Actions","2026-02-15T10:22:46","2026-04-25T08:44:02","2026-02-15T10:22:46"
"ofac-ea-e5b7a60e39da9439b1063d54cca93c99326a0e00","Company","Essentra FZE Company Limited","Essentra FZE","","ae","","","Settled","","","","US OFAC Enforcement Actions","2025-08-28T06:52:47","2026-04-25T08:44:02","2025-08-28T06:52:47"
"ofac-ea-e68f8fce4d14b34278b7c88369c0f96e1e59ca07","Company","BitGo, Inc.","","","us","Palo Alto, California","","Settled","","","","US OFAC Enforcement Actions","2025-08-28T06:52:47","2026-04-25T08:44:02","2025-08-28T06:52:47"
"ofac-ea-eb2f8d9c23ddd28c8933c4e79d94af3d6869d5d7","Company","Union de Banques Arabes et Françaises","","","fr","","","Settled","","","","US OFAC Enforcement Actions","2025-08-28T06:52:47","2026-04-25T08:44:02","2025-08-28T06:52:47"
"ofac-ea-f32f3853fe970b4e6c936f0aec7fefd80f4077c7","Company","Southern Cross Aviation, LLC","","","","Florida;North Carolina","","Other","","","","US OFAC Enforcement Actions","2025-08-28T06:52:47","2026-04-25T08:44:02","2025-08-28T06:52:47"
"ofac-ea-f40ba1b6ed5b9581056a6465d7837e1a88115d91","Company","British Arab Commercial Bank plc","BACB","","gb","London","","Settled","","","","US OFAC Enforcement Actions","2025-08-28T06:52:47","2026-04-25T08:44:02","2025-08-28T06:52:47"
"ofac-ea-ff33c0ac46fa54d003136ceab02ec7eabe791177","Company","SkyGeek Logistics, Inc.","","","","","","Settled","","","","US OFAC Enforcement Actions","2025-08-28T06:52:47","2026-04-25T08:44:02","2025-08-28T06:52:47"
