"id","schema","name","aliases","birth_date","countries","addresses","identifiers","sanctions","phones","emails","program_ids","dataset","first_seen","last_seen","last_change"
"PEP-SYN-126-3ZPTMAP8","Person","Xin Zhu","X. Zhu","1950","cn","Shanghai, China","","","","","Judge-Senior","Synthetic PEP Starter v1","2025-11-06T16:53:44","2026-05-05T16:53:44","2025-11-06T16:53:44"
"PEP-SYN-127-BG4R37GF","Person","Thein Maung","","1970","mm","","","","","","HoS-current","Synthetic PEP Starter v1","2025-11-06T16:53:44","2026-05-05T16:53:44","2025-11-06T16:53:44"
"PEP-SYN-128-DJK5C9G5","Person","Manuel Garcia","","","ve","","","","","","Judge-Senior","Synthetic PEP Starter v1","2025-11-06T16:53:44","2026-05-05T16:53:44","2025-11-06T16:53:44"
"PEP-SYN-129-VCYMSC8T","Person","Mehdi Mousavi","","1955","ir","","","","","","Minister","Synthetic PEP Starter v1","2025-11-06T16:53:44","2026-05-05T16:53:44","2025-11-06T16:53:44"
"PEP-SYN-130-GZ98MD33","Person","Francois Martin","F. Martin","","fr","","","","","","Family-PEP","Synthetic PEP Starter v1","2025-11-06T16:53:44","2026-05-05T16:53:44","2025-11-06T16:53:44"
"PEP-SYN-131-SDTED3E3","Person","Thein Aung","","1961","mm","Myanmar, Myanmar","","","","","CB-Regulator","Synthetic PEP Starter v1","2025-11-06T16:53:44","2026-05-05T16:53:44","2025-11-06T16:53:44"
"PEP-SYN-132-565EDUCK","Person","Babatunde Okafor","","1984","ng","Abuja, Nigeria","","","","","Legislator","Synthetic PEP Starter v1","2025-11-06T16:53:44","2026-05-05T16:53:44","2025-11-06T16:53:44"
"PEP-SYN-133-HJG6NXJ6","Person","Carlos Rodriguez","C. Rodriguez","","ve","","","","","","Close-Assoc","Synthetic PEP Starter v1","2025-11-06T16:53:44","2026-05-05T16:53:44","2025-11-06T16:53:44"
"PEP-SYN-134-RMBHV2DC","Person","Thein Maung","","1976","mm","Myanmar, Myanmar","","","","","Minister","Synthetic PEP Starter v1","2025-11-06T16:53:44","2026-05-05T16:53:44","2025-11-06T16:53:44"
"PEP-SYN-135-M9S3MH7J","Person","Asif Hussain","","1982","pk","Karachi, Pakistan","","","","","CB-Regulator","Synthetic PEP Starter v1","2025-11-06T16:53:44","2026-05-05T16:53:44","2025-11-06T16:53:44"
"PEP-SYN-136-6FR8FJTN","Person","Mei Liu","M. Liu","","cn","Shenzhen, China","","","","","Judge-Senior","Synthetic PEP Starter v1","2025-11-06T16:53:44","2026-05-05T16:53:44","2025-11-06T16:53:44"
"PEP-SYN-137-CZ7GYKCK","Person","Nikos Georgiou","","1969","cy","","","","","","Military-Senior","Synthetic PEP Starter v1","2025-11-06T16:53:44","2026-05-05T16:53:44","2025-11-06T16:53:44"
"PEP-SYN-138-9AKB9ZBT","Person","Pierre Weber","","","lu","","","","","","Military-Senior","Synthetic PEP Starter v1","2025-11-06T16:53:44","2026-05-05T16:53:44","2025-11-06T16:53:44"
"PEP-SYN-139-EXEVDZTU","Person","Manuel Perez","","1979","ve","","","","","","Military-Senior","Synthetic PEP Starter v1","2025-11-06T16:53:44","2026-05-05T16:53:44","2025-11-06T16:53:44"
"PEP-SYN-140-VKAYKRA6","Person","Irina Sokolov","","","ru","","","","","","IO-Official","Synthetic PEP Starter v1","2025-11-06T16:53:44","2026-05-05T16:53:44","2025-11-06T16:53:44"
"PEP-SYN-141-CRH5QT62","Person","Maria Demetriou","","","cy","Cyprus, Cyprus","","","","","Minister","Synthetic PEP Starter v1","2025-11-06T16:53:44","2026-05-05T16:53:44","2025-11-06T16:53:44"
"PEP-SYN-142-PM9KSSWY","Person","Paulo Pereira","","1950","ao","","","","","","SOE-Exec","Synthetic PEP Starter v1","2025-11-06T16:53:44","2026-05-05T16:53:44","2025-11-06T16:53:44"
"PEP-SYN-143-SZWYBX32","Person","James Brown","","","us","","","","","","Family-PEP","Synthetic PEP Starter v1","2025-11-06T16:53:44","2026-05-05T16:53:44","2025-11-06T16:53:44"
"PEP-SYN-144-PKJHXZ6W","Company","Myanmar National Mining Company","","","mm","Myanmar, Myanmar","","","","","SOE-Exec","Synthetic PEP Starter v1","2025-11-06T16:53:44","2026-05-05T16:53:44","2025-11-06T16:53:44"
"PEP-SYN-145-CUBMQT87","Person","Xia Chen","","","cn","Shenzhen, China","","","","","Minister","Synthetic PEP Starter v1","2025-11-06T16:53:44","2026-05-05T16:53:44","2025-11-06T16:53:44"
"PEP-SYN-146-6HCY92AE","Person","James Brown","","","us","","","","","","CB-Regulator","Synthetic PEP Starter v1","2025-11-06T16:53:44","2026-05-05T16:53:44","2025-11-06T16:53:44"
"PEP-SYN-147-3Q5GB7EQ","Person","Edward Vella","E. Vella","1960","mt","Malta, Malta","","","","","IO-Official","Synthetic PEP Starter v1","2025-11-06T16:53:44","2026-05-05T16:53:44","2025-11-06T16:53:44"
"PEP-SYN-148-6GSNDFRK","Person","Viktar Sianko","","1975","by","Belarus, Belarus","","","","","Judge-Senior","Synthetic PEP Starter v1","2025-11-06T16:53:44","2026-05-05T16:53:44","2025-11-06T16:53:44"
"PEP-SYN-149-YM53VKXJ","Person","Joseph Vella","","1949","mt","","","","","","Judge-Senior","Synthetic PEP Starter v1","2025-11-06T16:53:44","2026-05-05T16:53:44","2025-11-06T16:53:44"
"PEP-SYN-150-4XJGU3G6","Person","Vugar Aliyev","","1976","az","Azerbaijan, Azerbaijan","","","","","Minister","Synthetic PEP Starter v1","2025-11-06T16:53:44","2026-05-05T16:53:44","2025-11-06T16:53:44"
"PEP-SYN-151-2S8M43FD","Person","Berdymukhamed Annayev","B. Annayev","","tm","Turkmenistan, Turkmenistan","","","","","Close-Assoc","Synthetic PEP Starter v1","2025-11-06T16:53:44","2026-05-05T16:53:44","2025-11-06T16:53:44"
"PEP-SYN-152-DXEGWYYE","Person","James Taylor","","1971","gb","","","","","","HoS-former","Synthetic PEP Starter v1","2025-11-06T16:53:44","2026-05-05T16:53:44","2025-11-06T16:53:44"
"PEP-SYN-153-J6S9V2T2","Person","Mikalai Karpenka","M. Karpenka","1970","by","Belarus, Belarus","","","","","Judge-Senior","Synthetic PEP Starter v1","2025-11-06T16:53:44","2026-05-05T16:53:44","2025-11-06T16:53:44"
"PEP-SYN-154-8YXST53U","Person","Aliaksandr Lukashenka","","","by","Belarus, Belarus","","","","","Close-Assoc","Synthetic PEP Starter v1","2025-11-06T16:53:44","2026-05-05T16:53:44","2025-11-06T16:53:44"
"PEP-SYN-155-G9K8TWT3","Person","Diego Rodriguez","","","ve","","","","","","HoS-former","Synthetic PEP Starter v1","2025-11-06T16:53:44","2026-05-05T16:53:44","2025-11-06T16:53:44"
"PEP-SYN-156-9FBA3KZM","Person","Philippe Dubois","","1978","fr","Paris, France","","","","","Minister","Synthetic PEP Starter v1","2025-11-06T16:53:44","2026-05-05T16:53:44","2025-11-06T16:53:44"
"PEP-SYN-157-FF6BE7TK","Person","Vann Chea","","","kh","","","","","","Family-PEP","Synthetic PEP Starter v1","2025-11-06T16:53:44","2026-05-05T16:53:44","2025-11-06T16:53:44"
"PEP-SYN-158-J6E9A8CP","Person","Diego Garcia","","1980","ar","","","","","","Legislator","Synthetic PEP Starter v1","2025-11-06T16:53:44","2026-05-05T16:53:44","2025-11-06T16:53:44"
"PEP-SYN-159-3W48UTMS","Person","Patrice Mukendi","","1983","cd","DR Congo, DR Congo","","","","","Family-PEP","Synthetic PEP Starter v1","2025-11-06T16:53:44","2026-05-05T16:53:44","2025-11-06T16:53:44"
"PEP-SYN-160-8Y8ZS5ST","Company","Banco Central de Kazakhstan","","","kz","","","","","","SOE-Exec","Synthetic PEP Starter v1","2025-11-06T16:53:44","2026-05-05T16:53:44","2025-11-06T16:53:44"
"PEP-SYN-161-KPDBADJX","Person","Rafael Garcia","","","ve","","","","","","Judge-Senior","Synthetic PEP Starter v1","2025-11-06T16:53:44","2026-05-05T16:53:44","2025-11-06T16:53:44"
"PEP-SYN-162-W9S62AKY","Person","Vladimir Kuznetsov","","1981","ru","St. Petersburg, Russia","","","","","IO-Official","Synthetic PEP Starter v1","2025-11-06T16:53:44","2026-05-05T16:53:44","2025-11-06T16:53:44"
"PEP-SYN-163-ATVHZSPS","Person","Kazem Hosseini","","1966","ir","","","","","","Minister","Synthetic PEP Starter v1","2025-11-06T16:53:44","2026-05-05T16:53:44","2025-11-06T16:53:44"
"PEP-SYN-164-J3VW4ZVQ","Person","Hua Zhou","H. Zhou","1948","cn","","","","","","CB-Regulator","Synthetic PEP Starter v1","2025-11-06T16:53:44","2026-05-05T16:53:44","2025-11-06T16:53:44"
"PEP-SYN-165-3NPQYNYH","Person","Igor Smirnov","I. Smirnov","1968","ru","Moscow, Russia","","","","","Minister","Synthetic PEP Starter v1","2025-11-06T16:53:44","2026-05-05T16:53:44","2025-11-06T16:53:44"
"PEP-SYN-166-JVRQFUZY","Person","Svetlana Sokolov","","","ru","","","","","","Close-Assoc","Synthetic PEP Starter v1","2025-11-06T16:53:44","2026-05-05T16:53:44","2025-11-06T16:53:44"
"PEP-SYN-167-UE4DZEGM","Person","Michael Jones","","","us","","","","","","Close-Assoc","Synthetic PEP Starter v1","2025-11-06T16:53:44","2026-05-05T16:53:44","2025-11-06T16:53:44"
"PEP-SYN-168-KH3P2R74","Person","Viktor Szabo","V. Szabo","","hu","","","","","","Legislator","Synthetic PEP Starter v1","2025-11-06T16:53:44","2026-05-05T16:53:44","2025-11-06T16:53:44"
"PEP-SYN-169-HA3Y4QYA","Person","Joseph Mukendi","","1981","cd","DR Congo, DR Congo","","","","","CB-Regulator","Synthetic PEP Starter v1","2025-11-06T16:53:44","2026-05-05T16:53:44","2025-11-06T16:53:44"
"PEP-SYN-170-M6TVRVEY","Company","Sovereign Wealth Fund of China","","","cn","","","","","","SOE-Exec","Synthetic PEP Starter v1","2025-11-06T16:53:44","2026-05-05T16:53:44","2025-11-06T16:53:44"
"PEP-SYN-171-URS4JSD3","Person","Bo Wu","","1953","cn","","","","","","Legislator","Synthetic PEP Starter v1","2025-11-06T16:53:44","2026-05-05T16:53:44","2025-11-06T16:53:44"
"PEP-SYN-172-GH9DKZEF","Person","Ramon Garcia","R. Garcia","","ve","","","","","","HoS-former","Synthetic PEP Starter v1","2025-11-06T16:53:44","2026-05-05T16:53:44","2025-11-06T16:53:44"
"PEP-SYN-173-6ERUP6SE","Person","Tariq Ahmed","","","pk","","","","","","Family-PEP","Synthetic PEP Starter v1","2025-11-06T16:53:44","2026-05-05T16:53:44","2025-11-06T16:53:44"
"PEP-SYN-174-FGKKJF52","Person","Xin Chen","X. Chen","","cn","","","","","","HoS-current","Synthetic PEP Starter v1","2025-11-06T16:53:44","2026-05-05T16:53:44","2025-11-06T16:53:44"
"PEP-SYN-175-4SXKX9MJ","Person","Berdymukhamed Berdymukhamedov","","","tm","","","","","","Judge-Senior","Synthetic PEP Starter v1","2025-11-06T16:53:44","2026-05-05T16:53:44","2025-11-06T16:53:44"
"PEP-SYN-176-BHU4DAZ9","Person","Manuel Lopes","M. Lopes","1971","ao","Angola, Angola","","","","","Minister","Synthetic PEP Starter v1","2025-11-06T16:53:44","2026-05-05T16:53:44","2025-11-06T16:53:44"
"PEP-SYN-177-NEUWCGCF","Person","Fatima Khan","","","pk","Islamabad, Pakistan","","","","","Minister","Synthetic PEP Starter v1","2025-11-06T16:53:44","2026-05-05T16:53:44","2025-11-06T16:53:44"
"PEP-SYN-178-CBSRPHZM","Person","Chol Ri","C. Ri","","kp","North Korea, North Korea","","","","","Judge-Senior","Synthetic PEP Starter v1","2025-11-06T16:53:44","2026-05-05T16:53:44","2025-11-06T16:53:44"
"PEP-SYN-179-QTK2ZSGZ","Person","Adewale Okafor","A. Okafor","1956","ng","Lagos, Nigeria","","","","","CB-Regulator","Synthetic PEP Starter v1","2025-11-06T16:53:44","2026-05-05T16:53:44","2025-11-06T16:53:44"
"PEP-SYN-180-AQ6RFUE4","Person","Camila Santos","C. Santos","","br","","","","","","CB-Regulator","Synthetic PEP Starter v1","2025-11-06T16:53:44","2026-05-05T16:53:44","2025-11-06T16:53:44"
"PEP-SYN-181-XUKNPY45","Person","Soe Aung","","","mm","Myanmar, Myanmar","","","","","Close-Assoc","Synthetic PEP Starter v1","2025-11-06T16:53:44","2026-05-05T16:53:44","2025-11-06T16:53:44"
"PEP-SYN-182-5A9JSJKM","Person","Bo Yang","","1945","cn","Beijing, China","","","","","Judge-Senior","Synthetic PEP Starter v1","2025-11-06T16:53:44","2026-05-05T16:53:44","2025-11-06T16:53:44"
"PEP-SYN-183-FYZ45VZS","Person","Patrice Tshisekedi","","1963","cd","","","","","","Family-PEP","Synthetic PEP Starter v1","2025-11-06T16:53:44","2026-05-05T16:53:44","2025-11-06T16:53:44"
"PEP-SYN-184-C4B3UR52","Person","Chol Ri","","1973","kp","North Korea, North Korea","","","","","Family-PEP","Synthetic PEP Starter v1","2025-11-06T16:53:44","2026-05-05T16:53:44","2025-11-06T16:53:44"
"PEP-SYN-185-KFZG9UEP","Person","Aliaksandr Sianko","A. Sianko","","by","","","","","","Minister","Synthetic PEP Starter v1","2025-11-06T16:53:44","2026-05-05T16:53:44","2025-11-06T16:53:44"
"PEP-SYN-186-R88ATRUU","Person","Sokha Chea","","","kh","","","","","","Family-PEP","Synthetic PEP Starter v1","2025-11-06T16:53:44","2026-05-05T16:53:44","2025-11-06T16:53:44"
"PEP-SYN-187-8G5AQWHJ","Company","China Telecommunications State Holding","","","cn","Shanghai, China","","","","","SOE-Exec","Synthetic PEP Starter v1","2025-11-06T16:53:44","2026-05-05T16:53:44","2025-11-06T16:53:44"
"PEP-SYN-188-YNM4Q6C5","Person","Thein Maung","","1964","mm","","","","","","Judge-Senior","Synthetic PEP Starter v1","2025-11-06T16:53:44","2026-05-05T16:53:44","2025-11-06T16:53:44"
"PEP-SYN-189-7HPKRYPY","Person","Xia Huang","","1972","cn","Shenzhen, China","","","","","Family-PEP","Synthetic PEP Starter v1","2025-11-06T16:53:44","2026-05-05T16:53:44","2025-11-06T16:53:44"
"PEP-SYN-190-2H68VEZK","Person","Xia Zhu","X. Zhu","","cn","Shanghai, China","","","","","Legislator","Synthetic PEP Starter v1","2025-11-06T16:53:44","2026-05-05T16:53:44","2025-11-06T16:53:44"
"PEP-SYN-191-B3A9KB7T","Person","Manuel Cardoso","M. Cardoso","1959","ao","","","","","","Close-Assoc","Synthetic PEP Starter v1","2025-11-06T16:53:44","2026-05-05T16:53:44","2025-11-06T16:53:44"
"PEP-SYN-192-KVT3TSGK","Person","Andreas Demetriou","A. Demetriou","1968","cy","","","","","","Military-Senior","Synthetic PEP Starter v1","2025-11-06T16:53:44","2026-05-05T16:53:44","2025-11-06T16:53:44"
"PEP-SYN-193-ADWV4GW5","Person","Patrice Tshisekedi","","","cd","DR Congo, DR Congo","","","","","Military-Senior","Synthetic PEP Starter v1","2025-11-06T16:53:44","2026-05-05T16:53:44","2025-11-06T16:53:44"
"PEP-SYN-194-U3MDKANK","Person","Ramon Hernandez","","1958","ve","","","","","","Military-Senior","Synthetic PEP Starter v1","2025-11-06T16:53:44","2026-05-05T16:53:44","2025-11-06T16:53:44"
"PEP-SYN-195-AWP6RW69","Person","Hans Schmidt","","1948","de","","","","","","Legislator","Synthetic PEP Starter v1","2025-11-06T16:53:44","2026-05-05T16:53:44","2025-11-06T16:53:44"
"PEP-SYN-196-FEG4PUXT","Person","Babatunde Ogundipe","B. Ogundipe","1985","ng","","","","","","Legislator","Synthetic PEP Starter v1","2025-11-06T16:53:44","2026-05-05T16:53:44","2025-11-06T16:53:44"
"PEP-SYN-197-2WTWS4SG","Person","Elchin Quliyev","","","az","Azerbaijan, Azerbaijan","","","","","Legislator","Synthetic PEP Starter v1","2025-11-06T16:53:44","2026-05-05T16:53:44","2025-11-06T16:53:44"
"PEP-SYN-198-BCKM6MWH","Person","Diego Rodriguez","","","ar","Argentina, Argentina","","","","","CB-Regulator","Synthetic PEP Starter v1","2025-11-06T16:53:44","2026-05-05T16:53:44","2025-11-06T16:53:44"
"PEP-SYN-199-G2ZF8RY6","Person","Aleksei Petrov","","","ru","St. Petersburg, Russia","","","","","Judge-Senior","Synthetic PEP Starter v1","2025-11-06T16:53:44","2026-05-05T16:53:44","2025-11-06T16:53:44"
